HGNC symbol	Ensembl Gene ID
RNA5S16	ENSG00000202257
	ENSG00000255966
SNORA11B	ENSG00000221102
	ENSG00000238560
MIR663A	ENSG00000273684
	ENSG00000238362
	ENSG00000276881
BPY2	ENSG00000279564
BPY2C	ENSG00000279564
BPY2B	ENSG00000279564
RNU6-899P	ENSG00000200817
SNORD51	ENSG00000207047
NEFH	ENSG00000100285
	ENSG00000211995
	ENSG00000221696
	ENSG00000276655
RNA5SP276	ENSG00000199450
	ENSG00000276567
	ENSG00000273710
	ENSG00000277623
MIR544A	ENSG00000207587
	ENSG00000240787
	ENSG00000222579
RNU6-992P	ENSG00000200213
MIR4326	ENSG00000266104
RNU6-615P	ENSG00000251874
BPY2	ENSG00000279258
BPY2C	ENSG00000279258
BPY2B	ENSG00000279258
RNU7-28P	ENSG00000252568
RNU7-123P	ENSG00000251720
	ENSG00000199710
RN7SL783P	ENSG00000265885
	ENSG00000222064
	ENSG00000278777
RNU6-1142P	ENSG00000252786
	ENSG00000254974
	ENSG00000277434
RNU1-115P	ENSG00000202199
	ENSG00000222526
RNU6-1120P	ENSG00000199858
MIR6872	ENSG00000274596
RNA5SP468	ENSG00000252591
COX6CP6	ENSG00000240156
	ENSG00000212034
	ENSG00000216085
MIR544B	ENSG00000265981
RN7SL333P	ENSG00000239494
	ENSG00000272215
	ENSG00000267001
	ENSG00000264759
	ENSG00000221790
MIR4649	ENSG00000264652
	ENSG00000250923
	ENSG00000212249
	ENSG00000201343
SERPINA6	ENSG00000277405
RN7SL400P	ENSG00000243059
RNU6-545P	ENSG00000199551
	ENSG00000266793
	ENSG00000273904
MIR6818	ENSG00000275818
MIR22	ENSG00000274119
RN7SL638P	ENSG00000243702
	ENSG00000274277
	ENSG00000276937
CHD2	ENSG00000279765
MIR375	ENSG00000198973
MIR454	ENSG00000211514
	ENSG00000212458
PGC	ENSG00000096088
RNU6-832P	ENSG00000200189
	ENSG00000230271
ZXDC	ENSG00000070476
	ENSG00000276353
RN7SKP31	ENSG00000252163
MIR643	ENSG00000208002
	ENSG00000264417
	ENSG00000224478
RNU6-40P	ENSG00000206981
RNU6-1043P	ENSG00000222287
	ENSG00000278751
MIR4726	ENSG00000275057
RNU6-1084P	ENSG00000199368
RN7SL491P	ENSG00000264400
ZSWIM5P3	ENSG00000248958
	ENSG00000266142
	ENSG00000265332
RNU2-44P	ENSG00000252604
	ENSG00000265870
SPIC	ENSG00000166211
	ENSG00000226715
PIANP	ENSG00000139200
RPL41	ENSG00000279483
RNA5SP350	ENSG00000200168
OR12D2	ENSG00000168787
RNY1	ENSG00000201098
	ENSG00000207148
	ENSG00000252759
MIR4689	ENSG00000264101
	ENSG00000266391
	ENSG00000252420
	ENSG00000201371
RNU6-197P	ENSG00000252489
	ENSG00000274860
	ENSG00000274960
RN7SKP65	ENSG00000222210
TRAJ52	ENSG00000211838
	ENSG00000275635
MIR585	ENSG00000207619
EGFLAM-AS1	ENSG00000249491
RYR3	ENSG00000198838
PPARG	ENSG00000132170
CKMT1B	ENSG00000237289
C3orf35	ENSG00000279651
RN7SL402P	ENSG00000243968
RNU6-310P	ENSG00000207385
	ENSG00000212095
MIR4477A	ENSG00000276029
MIR4477B	ENSG00000276029
RNU6-79P	ENSG00000199381
MIR6723	ENSG00000278791
	ENSG00000263814
RNU6-444P	ENSG00000206715
	ENSG00000278554
RN7SKP184	ENSG00000199218
	ENSG00000212569
RNU2-58P	ENSG00000252212
	ENSG00000260167
RNU6-1265P	ENSG00000252151
	ENSG00000275014
SNORA36C	ENSG00000207016
	ENSG00000265518
	ENSG00000266958
MIR1271	ENSG00000221464
RN7SL330P	ENSG00000244391
	ENSG00000221225
RNU6ATAC19P	ENSG00000221023
	ENSG00000274096
MIR4727	ENSG00000278417
RNU1-139P	ENSG00000212609
MIR548A1	ENSG00000207775
RNU6ATAC6P	ENSG00000221059
	ENSG00000266660
RNU4-62P	ENSG00000222057
TRBV26OR9-2	ENSG00000231165
EGFLAM-AS3	ENSG00000249071
RNU6-347P	ENSG00000252467
MIR149	ENSG00000207611
	ENSG00000260678
	ENSG00000279899
	ENSG00000207229
	ENSG00000276645
RNU6-398P	ENSG00000206870
	ENSG00000264667
	ENSG00000278636
	ENSG00000278172
	ENSG00000273815
RN7SKP45	ENSG00000200379
	ENSG00000275775
RN7SL257P	ENSG00000263419
	ENSG00000274032
RNU6-1300P	ENSG00000212348
	ENSG00000275420
STX16	ENSG00000124222
	ENSG00000253041
SNORD36A	ENSG00000199744
	ENSG00000261342
	ENSG00000273219
RN7SL190P	ENSG00000264933
	ENSG00000265759
RNU6-1104P	ENSG00000207454
MIR320C1	ENSG00000221493
	ENSG00000207092
	ENSG00000250264
RNU4-71P	ENSG00000252067
RN7SKP147	ENSG00000252963
	ENSG00000202231
	ENSG00000275414
	ENSG00000266277
RN7SL833P	ENSG00000244080
	ENSG00000278721
RN7SL655P	ENSG00000241963
	ENSG00000275986
MIR4313	ENSG00000274496
	ENSG00000278294
CRHR1	ENSG00000278232
RNU6-134P	ENSG00000252477
PISRT1	ENSG00000276304
SCARNA12	ENSG00000238795
SNORD116-4	ENSG00000275529
	ENSG00000207830
	ENSG00000279008
	ENSG00000276377
	ENSG00000275279
	ENSG00000277913
	ENSG00000273623
RN7SKP128	ENSG00000201140
RNU6-137P	ENSG00000200550
	ENSG00000199591
	ENSG00000278747
	ENSG00000221291
	ENSG00000200849
TRAJ35	ENSG00000211854
LINC01514	ENSG00000237579
SNORD116-27	ENSG00000251896
	ENSG00000274388
RNA5SP285	ENSG00000252428
MIR1180	ENSG00000221540
RN7SKP125	ENSG00000222413
	ENSG00000274526
	ENSG00000275684
MIR202	ENSG00000278352
RNU6-995P	ENSG00000212546
	ENSG00000276344
RNU6-133P	ENSG00000206716
	ENSG00000202533
	ENSG00000276273
	ENSG00000265645
	ENSG00000276359
SNORD14C	ENSG00000202252
MIR548H3	ENSG00000221698
	ENSG00000274418
	ENSG00000265803
TSPY4	ENSG00000279760
SNORD115-11	ENSG00000200486
	ENSG00000277577
	ENSG00000223297
MIR548B	ENSG00000207982
RNA5SP53	ENSG00000212601
	ENSG00000239158
	ENSG00000263691
	ENSG00000277818
	ENSG00000251899
RNA5SP466	ENSG00000252546
RN7SKP199	ENSG00000222257
	ENSG00000271755
MIR802	ENSG00000211590
	ENSG00000264420
MIR4795	ENSG00000264119
	ENSG00000221318
RN7SKP203	ENSG00000200488
RN7SL258P	ENSG00000240589
RNU6-922P	ENSG00000252562
	ENSG00000263391
RNU7-195P	ENSG00000239151
	ENSG00000275648
	ENSG00000238861
RNU6-652P	ENSG00000202358
RNU6-1021P	ENSG00000200132
	ENSG00000207305
TSPY3	ENSG00000280203
SNORD124	ENSG00000238793
	ENSG00000252777
MIR6834	ENSG00000273856
	ENSG00000202470
MIR4748	ENSG00000265879
	ENSG00000221695
	ENSG00000277168
SNORA70	ENSG00000207165
RNU6-1156P	ENSG00000222297
	ENSG00000200325
MIR4635	ENSG00000274239
	ENSG00000207319
RNA5SP510	ENSG00000201567
MIR301B	ENSG00000212102
	ENSG00000280170
	ENSG00000215976
MIR6859-2	ENSG00000278267
MIR6859-1	ENSG00000278267
	ENSG00000277668
MIR8071-2	ENSG00000277030
MIR8071-1	ENSG00000277030
RNA5SP349	ENSG00000200613
	ENSG00000266085
MIR1273H	ENSG00000274466
	ENSG00000277248
	ENSG00000278652
	ENSG00000275006
SNORD108	ENSG00000239014
	ENSG00000206739
RNU6-1075P	ENSG00000201260
	ENSG00000264896
	ENSG00000280313
	ENSG00000220908
RNU4-52P	ENSG00000206936
RN7SL793P	ENSG00000264554
RNU6-600P	ENSG00000199394
	ENSG00000263422
	ENSG00000276079
	ENSG00000222080
RNU6-991P	ENSG00000251977
	ENSG00000273844
	ENSG00000277779
	ENSG00000221169
	ENSG00000223294
RNU1-52P	ENSG00000206917
MIR550A1	ENSG00000207771
RNU6-732P	ENSG00000251842
RNU6-1260P	ENSG00000199814
	ENSG00000263912
MIR5739	ENSG00000276162
RNU7-130P	ENSG00000238441
MIR3198-1	ENSG00000264757
SNORD35A	ENSG00000200259
	ENSG00000274983
	ENSG00000253072
	ENSG00000199487
RNU2-15P	ENSG00000222624
MIR6779	ENSG00000277057
RNU6-1322P	ENSG00000201179
RNU6-1331P	ENSG00000200528
RNU6-259P	ENSG00000206726
RMRPP5	ENSG00000223088
	ENSG00000221357
	ENSG00000233868
	ENSG00000261588
MIR1236	ENSG00000221267
PDHX	ENSG00000110435
	ENSG00000207249
	ENSG00000263845
	ENSG00000277732
MIR6747	ENSG00000276102
MIR4305	ENSG00000264171
	ENSG00000202035
	ENSG00000274794
RNU6-790P	ENSG00000207208
RNU6-96P	ENSG00000222364
RNU6-250P	ENSG00000252767
	ENSG00000273501
	ENSG00000275803
	ENSG00000222482
DAZ1	ENSG00000280084
	ENSG00000238840
RNU7-63P	ENSG00000238417
RNU6-645P	ENSG00000201519
RNU6-548P	ENSG00000252892
	ENSG00000264379
	ENSG00000265459
RNU6-255P	ENSG00000252766
	ENSG00000275054
	ENSG00000202046
	ENSG00000275559
	ENSG00000221704
	ENSG00000252337
MIR8054	ENSG00000275868
	ENSG00000274088
RNU6-784P	ENSG00000207058
	ENSG00000272606
RNU7-102P	ENSG00000238808
	ENSG00000264452
	ENSG00000277209
	ENSG00000272205
	ENSG00000252020
RNA5SP25	ENSG00000222747
	ENSG00000216114
RNA5SP112	ENSG00000251746
MIR5572	ENSG00000266542
CD96	ENSG00000153283
SNORA74A	ENSG00000200959
MIR3183	ENSG00000264429
MIR1254-1	ENSG00000221184
MIR6746	ENSG00000277892
RNU7-45P	ENSG00000238829
	ENSG00000273752
RNU6-1234P	ENSG00000252686
	ENSG00000275844
	ENSG00000266272
RNU1-16P	ENSG00000202347
	ENSG00000221731
C7orf73	ENSG00000243317
	ENSG00000221346
	ENSG00000280421
	ENSG00000266430
SNORD107	ENSG00000276314
MIR4672	ENSG00000263979
MIR28	ENSG00000207651
RN7SL475P	ENSG00000265535
RNA5SP369	ENSG00000223046
RNU6-503P	ENSG00000252338
RNU4ATAC8P	ENSG00000252005
	ENSG00000211483
SNORA68	ENSG00000207166
	ENSG00000264510
	ENSG00000259267
RN7SL864P	ENSG00000239923
	ENSG00000238754
RN7SKP144	ENSG00000223040
	ENSG00000263957
RNA5SP323	ENSG00000212396
	ENSG00000252378
	ENSG00000276827
	ENSG00000212063
	ENSG00000266058
RNU7-182P	ENSG00000238788
MIR3666	ENSG00000272230
ARMCX1	ENSG00000126947
MIR105-2	ENSG00000207818
RN7SL419P	ENSG00000243883
MIR4277	ENSG00000263746
	ENSG00000253094
TBC1D3	ENSG00000275153
RN7SL825P	ENSG00000239731
MIR6773	ENSG00000276151
RNU6-1049P	ENSG00000252223
RNU1-8P	ENSG00000207056
	ENSG00000279195
	ENSG00000221060
	ENSG00000238813
MIR8069-1	ENSG00000278618
	ENSG00000275293
RNU2-48P	ENSG00000222626
	ENSG00000263552
	ENSG00000259826
	ENSG00000274519
	ENSG00000202461
MIR3127	ENSG00000264157
RN7SL135P	ENSG00000241964
	ENSG00000263900
RNU6-567P	ENSG00000252555
RN7SL160P	ENSG00000241159
RNU6-227P	ENSG00000199735
PGM2L1	ENSG00000165434
	ENSG00000273818
RNY1P15	ENSG00000222351
RN7SL838P	ENSG00000243562
RNU6-511P	ENSG00000200366
MIR4493	ENSG00000265357
RNU6-265P	ENSG00000252715
MIR6069	ENSG00000274280
RN7SL214P	ENSG00000242066
SAGE4P	ENSG00000224539
	ENSG00000238901
C5orf64	ENSG00000279178
HSPA9P1	ENSG00000226666
MIR548AE1	ENSG00000266808
	ENSG00000273905
RNA5SP512	ENSG00000201420
	ENSG00000276839
MIR3170	ENSG00000263399
RN7SKP266	ENSG00000222164
	ENSG00000274754
RN7SL694P	ENSG00000263947
RNU2-10P	ENSG00000252184
MIR378G	ENSG00000263526
MIR6861	ENSG00000273826
	ENSG00000221465
SNORD116-13	ENSG00000207137
	ENSG00000266678
TMEM17	ENSG00000186889
RNY3P1	ENSG00000201955
MIR147A	ENSG00000207814
RN7SKP22	ENSG00000201967
RNU6-317P	ENSG00000206758
	ENSG00000229457
	ENSG00000266112
RN7SL800P	ENSG00000242398
	ENSG00000278836
	ENSG00000278904
RN7SL629P	ENSG00000241243
RNU4-91P	ENSG00000201648
	ENSG00000275939
	ENSG00000264809
RNU6-418P	ENSG00000206762
	ENSG00000277537
	ENSG00000274521
ROBO4	ENSG00000154133
	ENSG00000207132
RNU7-120P	ENSG00000238302
SKIV2L	ENSG00000204351
RN7SL329P	ENSG00000242170
	ENSG00000222117
RNU6-306P	ENSG00000207347
MIR662	ENSG00000207579
RNU4-90P	ENSG00000199643
	ENSG00000221702
TTC9	ENSG00000133985
RNU6-788P	ENSG00000212269
MIR425	ENSG00000199032
RNU6-1203P	ENSG00000222635
MIR6126	ENSG00000273776
	ENSG00000221128
RNU6-984P	ENSG00000200106
MIR190A	ENSG00000211137
RN7SL302P	ENSG00000241246
MIR8061	ENSG00000273871
GYG1P1	ENSG00000251633
RNA5SP284	ENSG00000207277
	ENSG00000264155
RN7SL396P	ENSG00000244642
RNU6-468P	ENSG00000206730
	ENSG00000276401
RN7SL151P	ENSG00000244230
RNU6ATAC2P	ENSG00000210678
	ENSG00000221297
RN7SL40P	ENSG00000242696
	ENSG00000277136
RNU6-1143P	ENSG00000251934
	ENSG00000202522
RNU6-315P	ENSG00000199536
	ENSG00000264903
	ENSG00000265049
	ENSG00000274007
RN7SKP170	ENSG00000199420
RN7SL306P	ENSG00000242241
	ENSG00000276104
RNA5SP373	ENSG00000253080
MIR1323	ENSG00000221017
	ENSG00000212085
NPM1P42	ENSG00000259259
MIR3663	ENSG00000266782
RNU4ATAC2P	ENSG00000221601
RNU6-516P	ENSG00000223313
MIR6823	ENSG00000278799
	ENSG00000199515
	ENSG00000259937
RN7SL45P	ENSG00000264862
	ENSG00000207151
	ENSG00000280101
	ENSG00000278407
RN7SL705P	ENSG00000243549
RNU6-1064P	ENSG00000222558
	ENSG00000276227
	ENSG00000274732
SNORA11	ENSG00000221716
RNU6-233P	ENSG00000222777
MIR4321	ENSG00000267021
MED15P5	ENSG00000236595
MIR4640	ENSG00000265336
RN7SKP155	ENSG00000251840
RNU6-908P	ENSG00000222092
RNU6-781P	ENSG00000252186
MIR6503	ENSG00000275344
	ENSG00000276315
MIR371A	ENSG00000199031
	ENSG00000221395
RNU6-47P	ENSG00000206593
	ENSG00000274074
MIR3159	ENSG00000264603
	ENSG00000212093
RN7SKP52	ENSG00000252028
MIR4716	ENSG00000264210
	ENSG00000225443
	ENSG00000207368
RNU6-1072P	ENSG00000207434
	ENSG00000266726
	ENSG00000221042
	ENSG00000273779
	ENSG00000276675
RNU6-198P	ENSG00000206985
SNORA33	ENSG00000200534
RNU6-1077P	ENSG00000222438
MIR331	ENSG00000199172
UBA52P3	ENSG00000243023
	ENSG00000277785
	ENSG00000251310
SPPL3	ENSG00000157837
	ENSG00000221074
MIR8085	ENSG00000277736
MIR496	ENSG00000207961
	ENSG00000206978
	ENSG00000276271
RN7SL145P	ENSG00000244357
	ENSG00000264599
MIR4491	ENSG00000264032
	ENSG00000274934
	ENSG00000262354
RNU6-474P	ENSG00000206970
ZNF773	ENSG00000152439
	ENSG00000273632
RNU6-236P	ENSG00000200756
	ENSG00000199546
MIR3182	ENSG00000263785
MIR6891	ENSG00000276437
	ENSG00000275271
MIR325	ENSG00000207995
	ENSG00000252124
MIR7850	ENSG00000277904
	ENSG00000275890
NPIPA2	ENSG00000278308
	ENSG00000221235
RNA5SP107	ENSG00000223290
	ENSG00000217767
RNA5SP241	ENSG00000212628
	ENSG00000265899
	ENSG00000277573
SNORD25	ENSG00000275043
MIR6881	ENSG00000277391
RNU6-753P	ENSG00000200796
	ENSG00000277205
RNU6-558P	ENSG00000201382
	ENSG00000225588
	ENSG00000280358
RNU2-20P	ENSG00000222357
	ENSG00000275983
	ENSG00000275615
RNU7-21P	ENSG00000238558
RNU6-1261P	ENSG00000253003
RNU2-55P	ENSG00000223078
	ENSG00000276193
RNU6-620P	ENSG00000206744
	ENSG00000276812
	ENSG00000274464
	ENSG00000275161
	ENSG00000275108
MIR1976	ENSG00000238705
RNU6-674P	ENSG00000200701
	ENSG00000277528
	ENSG00000276284
RNU6-755P	ENSG00000201270
RN7SL860P	ENSG00000240713
ATAD3B	ENSG00000160072
MIR3131	ENSG00000264755
CFHR5	ENSG00000134389
	ENSG00000221579
MIR4677	ENSG00000265201
	ENSG00000221137
	ENSG00000273563
SLC7A8	ENSG00000092068
MIR4646	ENSG00000265412
	ENSG00000263442
	ENSG00000275541
RNU6ATAC30P	ENSG00000221114
	ENSG00000223030
RNU6-816P	ENSG00000212216
	ENSG00000223018
ZFYVE1	ENSG00000165861
RNU2-7P	ENSG00000222726
RNU6-375P	ENSG00000252859
	ENSG00000252022
	ENSG00000258836
	ENSG00000266130
RNU6-13P	ENSG00000206975
SNORD114-31	ENSG00000200089
MIR411	ENSG00000199109
	ENSG00000279194
RNA5SP174	ENSG00000199572
GAGE2A	ENSG00000189064
	ENSG00000278050
RN7SL254P	ENSG00000240014
RNA5SP75	ENSG00000252650
MIR4514	ENSG00000265855
MIR6125	ENSG00000276811
	ENSG00000275879
	ENSG00000221427
MIR6821	ENSG00000276753
RNU6-720P	ENSG00000252172
MIR3135B	ENSG00000264180
	ENSG00000199332
	ENSG00000275146
	ENSG00000274122
	ENSG00000266652
	ENSG00000261404
	ENSG00000201133
MIR6784	ENSG00000277249
	ENSG00000272412
RNU6-937P	ENSG00000207053
	ENSG00000276884
	ENSG00000200485
	ENSG00000266077
	ENSG00000274234
	ENSG00000229282
	ENSG00000275213
	ENSG00000257084
C8orf87	ENSG00000254318
RNA5SP374	ENSG00000199809
OR2L1P	ENSG00000224227
MIR6500	ENSG00000275816
	ENSG00000252234
SYT10	ENSG00000110975
	ENSG00000266699
MIR4635	ENSG00000263834
RN7SKP191	ENSG00000201583
RNU6-654P	ENSG00000201243
MIR6738	ENSG00000277817
	ENSG00000276108
	ENSG00000252093
RNU7-27P	ENSG00000238750
	ENSG00000274361
	ENSG00000275424
VCY	ENSG00000279158
VCY1B	ENSG00000279158
RNU7-8P	ENSG00000251767
MIR5090	ENSG00000266715
	ENSG00000266550
RNY3	ENSG00000202354
RNU6-302P	ENSG00000202119
PRPF31	ENSG00000274144
RNU6-1225P	ENSG00000252145
	ENSG00000231485
MIR519D	ENSG00000207981
SGOL1-AS1	ENSG00000237485
RN7SL15P	ENSG00000264573
MIR941-2	ENSG00000216195
MIR941-3	ENSG00000216195
MIR941-4	ENSG00000216195
	ENSG00000277762
RN7SL225P	ENSG00000239856
KCNJ2	ENSG00000123700
MIR579	ENSG00000207956
	ENSG00000276134
RNA5SP417	ENSG00000252268
RNU4-65P	ENSG00000222405
RNU6-1327P	ENSG00000202172
VCY	ENSG00000279451
VCY1B	ENSG00000279451
	ENSG00000275134
MIR548D1	ENSG00000207704
MIR548AA1	ENSG00000207704
MIR6876	ENSG00000274988
MIR526A1	ENSG00000207629
RN7SL868P	ENSG00000242928
RNA5SP203	ENSG00000222383
	ENSG00000275968
	ENSG00000222961
RN7SKP239	ENSG00000201684
MIR4510	ENSG00000265098
MIR7160	ENSG00000273593
IFNA21	ENSG00000137080
RN7SL339P	ENSG00000265740
RN7SL850P	ENSG00000263955
RNU6-338P	ENSG00000206615
MIR526A2	ENSG00000211532
RNU6-48P	ENSG00000206888
RNA5SP430	ENSG00000199299
MIR505	ENSG00000207633
	ENSG00000252742
MIR3200	ENSG00000264661
RNU6-813P	ENSG00000207422
	ENSG00000265090
RNU2-50P	ENSG00000222426
RNA5SP45	ENSG00000252563
DDX39BP2	ENSG00000228458
MIR98	ENSG00000271886
MIR4730	ENSG00000264961
	ENSG00000280442
	ENSG00000267828
	ENSG00000274433
MIR6088	ENSG00000275726
RNU6-269P	ENSG00000212379
	ENSG00000264746
RNU6-99P	ENSG00000201591
	ENSG00000221551
	ENSG00000238411
RNU1-84P	ENSG00000202317
MIR4650-2	ENSG00000264494
	ENSG00000265071
MIR877	ENSG00000216101
SNORD88A	ENSG00000221241
RN7SL231P	ENSG00000240803
	ENSG00000277338
RN7SKP159	ENSG00000222589
RNU6-1108P	ENSG00000252117
VIPAS39	ENSG00000151445
C1orf234	ENSG00000227868
	ENSG00000266132
MIR32	ENSG00000207698
LINC00266-3	ENSG00000170590
	ENSG00000276865
	ENSG00000275877
	ENSG00000266186
RNU6-762P	ENSG00000252916
SNORA22	ENSG00000206634
	ENSG00000264839
MIRLET7G	ENSG00000199150
	ENSG00000216123
WDR18	ENSG00000065268
	ENSG00000261703
	ENSG00000274017
	ENSG00000277582
MIR10B	ENSG00000207744
RNU6-462P	ENSG00000199529
SNORD115-18	ENSG00000200163
RNU6-622P	ENSG00000206999
	ENSG00000201843
	ENSG00000273942
MIR4436A	ENSG00000265510
ABCF1	ENSG00000236342
	ENSG00000279037
	ENSG00000266115
	ENSG00000274118
RN7SL357P	ENSG00000265894
RNU1-76P	ENSG00000199773
RNU6-1240P	ENSG00000202025
RNU6-196P	ENSG00000207042
	ENSG00000276301
MIR3618	ENSG00000266567
	ENSG00000238347
HLA-DRB9	ENSG00000228260
MIR3134	ENSG00000264354
	ENSG00000278392
	ENSG00000274951
	ENSG00000240320
RNA5SP521	ENSG00000252012
ITPR3	ENSG00000096433
RN7SKP78	ENSG00000201581
MIR889	ENSG00000216099
MIR611	ENSG00000207601
RN7SL814P	ENSG00000244326
RNU1-45P	ENSG00000253000
	ENSG00000221003
MIR7-1	ENSG00000207603
	ENSG00000278557
RNU1-58P	ENSG00000199283
	ENSG00000236528
	ENSG00000265248
OR2F1	ENSG00000279723
	ENSG00000201384
RNU6-329P	ENSG00000238882
SNORA70F	ENSG00000206869
RNU6-1080P	ENSG00000206709
	ENSG00000264130
	ENSG00000264209
	ENSG00000272096
TAS2R10	ENSG00000121318
	ENSG00000211510
RNU4ATAC4P	ENSG00000252116
RN7SL724P	ENSG00000244692
	ENSG00000273770
MIR548V	ENSG00000265520
RNU6-682P	ENSG00000200713
	ENSG00000201264
RNU6-1036P	ENSG00000206686
RNU6-63P	ENSG00000252499
	ENSG00000277139
RNU6-1177P	ENSG00000212360
	ENSG00000275447
	ENSG00000221645
RNU6-143P	ENSG00000252751
RNU5E-6P	ENSG00000202444
RN7SL504P	ENSG00000241789
MIR6796	ENSG00000275652
RNU6-76P	ENSG00000206787
	ENSG00000279470
	ENSG00000274946
MIR1537	ENSG00000222831
	ENSG00000273519
RNU6-1197P	ENSG00000212485
MIR6514	ENSG00000274066
	ENSG00000274537
	ENSG00000264441
MIR6780A	ENSG00000275273
	ENSG00000278675
OR8D4	ENSG00000181518
MIR638	ENSG00000207972
	ENSG00000263891
	ENSG00000276607
	ENSG00000252115
RNU6-124P	ENSG00000212254
STAMBPL1	ENSG00000138134
SNORA73A	ENSG00000274266
MIR608	ENSG00000207551
	ENSG00000277922
	ENSG00000266799
	ENSG00000206998
	ENSG00000271932
MEX3D	ENSG00000181588
MIR4785	ENSG00000263948
RN7SL687P	ENSG00000244335
	ENSG00000224956
SNORD115-30	ENSG00000200987
	ENSG00000256152
RNU2-6P	ENSG00000223336
	ENSG00000274884
RNU6-1114P	ENSG00000251831
	ENSG00000279545
	ENSG00000276624
	ENSG00000276036
MIR296	ENSG00000276373
	ENSG00000266837
KIR3DL3	ENSG00000274511
	ENSG00000221195
	ENSG00000265732
	ENSG00000222548
RNU6-1171P	ENSG00000252515
RNA5SP403	ENSG00000200468
	ENSG00000276010
	ENSG00000252652
RNU4-53P	ENSG00000222760
	ENSG00000274878
	ENSG00000274224
	ENSG00000252997
	ENSG00000222615
	ENSG00000266337
RNU6-484P	ENSG00000206743
	ENSG00000266259
	ENSG00000275408
	ENSG00000278374
	ENSG00000253013
LSM12P1	ENSG00000232024
	ENSG00000221617
	ENSG00000248789
	ENSG00000280112
RNU6-353P	ENSG00000201136
	ENSG00000206661
	ENSG00000275727
SNORD18B	ENSG00000202529
MIR2110	ENSG00000238742
SNORD95	ENSG00000264549
	ENSG00000273787
TAS2R50	ENSG00000212126
	ENSG00000221030
RNU6-27P	ENSG00000251955
	ENSG00000280138
RNU6-649P	ENSG00000207192
RNU7-165P	ENSG00000238380
MIR6801	ENSG00000274380
ARHGAP23	ENSG00000275832
	ENSG00000251852
	ENSG00000222994
	ENSG00000278818
CPD	ENSG00000108582
	ENSG00000201882
	ENSG00000275291
RNU6-540P	ENSG00000207352
RNU6ATAC16P	ENSG00000221518
MIR548S	ENSG00000265056
	ENSG00000212589
	ENSG00000274963
LGALS14	ENSG00000006659
	ENSG00000274606
MIR593	ENSG00000207588
PTGES3L	ENSG00000267060
MIR634	ENSG00000207943
MIR1827	ENSG00000221476
TSPY8	ENSG00000278940
	ENSG00000279986
	ENSG00000274043
RNU6-1272P	ENSG00000199646
	ENSG00000274634
SNORA53	ENSG00000212443
MIR614	ENSG00000207817
	ENSG00000252100
	ENSG00000273638
SERPINB9	ENSG00000170542
VPS13A	ENSG00000197969
MIR4255	ENSG00000264698
SNORD69	ENSG00000212452
	ENSG00000277968
	ENSG00000252896
RNU6-240P	ENSG00000251907
MIR3064	ENSG00000265695
	ENSG00000263358
RN7SKP216	ENSG00000222982
	ENSG00000206660
RNU6-110P	ENSG00000207237
RNA5SP422	ENSG00000252587
RNU6-614P	ENSG00000207097
	ENSG00000206645
LILRB4	ENSG00000278555
MIR551B	ENSG00000207717
MIR4327	ENSG00000265007
MIR323B	ENSG00000208004
RNY3P5	ENSG00000206854
	ENSG00000278285
GPHB5	ENSG00000179600
	ENSG00000238594
RNU6-216P	ENSG00000200152
MIR647	ENSG00000207554
	ENSG00000264798
RPL30P4	ENSG00000237676
MIR1251	ENSG00000221479
	ENSG00000212264
	ENSG00000278775
	ENSG00000278452
	ENSG00000276861
	ENSG00000278534
	ENSG00000274127
RSPRY1	ENSG00000159579
RNU6-405P	ENSG00000252446
	ENSG00000278387
RNU6-415P	ENSG00000252061
FAM90A12P	ENSG00000254229
MIR3928	ENSG00000264141
RN7SKP262	ENSG00000222950
	ENSG00000201988
RN7SL552P	ENSG00000239466
RN7SL68P	ENSG00000242020
	ENSG00000207243
RN7SL757P	ENSG00000239249
	ENSG00000266691
RNU2-36P	ENSG00000222293
RNU6-428P	ENSG00000199812
MIR1303	ENSG00000221552
RNU4-76P	ENSG00000201379
SNORD114-2	ENSG00000200823
	ENSG00000265627
	ENSG00000265156
RN7SL33P	ENSG00000243049
	ENSG00000207199
PDZK1P2	ENSG00000244211
RNU6-1285P	ENSG00000200350
FAM87B	ENSG00000177757
	ENSG00000279890
RNA5SP237	ENSG00000222346
RN7SKP238	ENSG00000252292
RNU6-201P	ENSG00000252909
RNU6-767P	ENSG00000206859
	ENSG00000207171
	ENSG00000276883
	ENSG00000250735
	ENSG00000265709
	ENSG00000275981
RNU6-906P	ENSG00000207431
RNU6-272P	ENSG00000222960
RN7SKP21	ENSG00000252312
	ENSG00000266300
	ENSG00000276764
MIR548O2	ENSG00000275453
MIR4643	ENSG00000263734
	ENSG00000278553
MIR1304	ENSG00000221170
	ENSG00000276140
MIR6511B1	ENSG00000275105
	ENSG00000264807
	ENSG00000238819
	ENSG00000277826
RXRB	ENSG00000204231
	ENSG00000278014
RNU1-33P	ENSG00000201119
RNA5SP119	ENSG00000199585
RNA5SP398	ENSG00000252972
	ENSG00000277902
	ENSG00000251796
MIR3667	ENSG00000264139
RNU4-22P	ENSG00000222990
TAS2R31	ENSG00000256436
MIR129-2	ENSG00000199077
SRP9	ENSG00000143742
RNU7-196P	ENSG00000238913
RN7SL714P	ENSG00000241757
MIR4498	ENSG00000266704
	ENSG00000276893
	ENSG00000221356
